activ_dense,activation,dropout_0,dropout_1,dropout_2,dropout_3,filters_0,filters_1,filters_2,filters_3,filters_4,filters_5,filters_6,global_pooling,k_0,k_1,k_2,k_3,k_4,k_5,k_6,l2,lr,s_0,s_1,s_2,stack_0,stack_1,stack_2,step,perf
softmax,elu,0.09637801371877959,0.0479193796037467,0.1038381393383542,0.34056227622821644,153,67,579,154,120,428,114,True,3,4,2,2,4,1,2,0.0011019928219225853,0.07606625080366261,4,4,3,2,1,2,False,0.9692000043392182
softmax,elu,0.09637801371877959,0.0479193796037467,0.1038381393383542,0.34056227622821644,153,67,579,154,120,428,114,True,3,4,2,2,4,1,2,0.0011019928219225853,0.07606625080366261,4,4,3,2,1,2,False,0.9692000043392182
softmax,elu,0.09457376861572266,0.1959162556935102,0.297229144923687,0.373884324798584,151,65,580,155,122,425,116,False,6,4,1,4,3,3,2,0.004728177490234375,0.1029980354802683,1,4,4,3,1,2,False,0.9791000068187714
softmax,elu,0.4449149313806402,0.11403433146876892,0.83985480586616,0.27433520110283616,99,224,235,216,167,125,237,False,1,4,3,3,1,3,1,0.0024498202233618352,0.31742209711029384,4,2,1,3,4,2,False,0.08920000007376075
softmax,elu,0.30571405793190004,0.808938084564209,0.770802216796875,0.72246291015625,325,331,329,14,56,532,484,False,2,5,4,5,2,6,5,0.00165142333984375,0.30670996093749997,1,5,3,3,4,4,False,0.10320000007748603
softmax,elu,0.30571405793190004,0.808938084564209,0.770802216796875,0.72246291015625,325,331,329,14,56,532,484,False,2,5,4,5,2,6,5,0.00165142333984375,0.30670996093749997,1,5,3,3,4,4,False,0.10320000007748603
softmax,elu,0.160908647069037,0.26758430587368176,0.24650464526444457,0.6147685274952819,276,490,11,197,309,304,400,True,5,4,3,2,2,1,4,0.00011360911414027215,0.14491642974053828,3,4,2,4,1,2,False,0.9640000039339065
softmax,elu,0.18872126301765443,0.46582513671875003,1e-05,0.028354411621093752,130,466,400,103,49,569,22,False,3,4,3,4,5,2,2,1e-05,0.1250875,5,4,4,5,1,2,True,0.08920000007376075
softmax,elu,0.29728443171599056,0.23526901778761206,0.20470869467904276,0.5544870368962419,326,366,279,295,330,436,500,True,5,4,5,3,3,4,2,0.0010621611780506357,0.21918615049354342,1,2,2,1,1,4,False,0.10320000007748603
softmax,elu,0.24978815374493601,0.36228014465332037,0.3314638366699219,0.4605517578125,371,298,389,156,12,80,404,False,2,3,2,5,6,3,5,1e-05,0.156334375,3,2,1,1,3,4,False,0.9654000037908554
softmax,elu,0.0979470405139723,0.06666220553866349,0.1893915321020408,0.5308731979250976,348,519,264,232,395,481,11,False,3,1,2,4,5,5,4,0.003612193396118721,0.1098325952994985,2,3,2,1,2,2,False,0.9566000032424927
softmax,tanh,0.37612023177242576,0.2507613197579823,0.07033956723308908,0.5650154371410382,56,524,593,432,160,296,28,True,4,5,2,1,3,3,6,0.003675234929187083,0.23154819323260553,3,4,1,4,3,3,False,0.9379000025987625
softmax,tanh,1e-05,0.57656609375,0.02485255844116211,1e-05,235,114,54,284,190,451,356,False,5,5,4,2,3,4,5,1e-05,0.0001,4,2,2,3,2,2,False,0.6113999980688095
softmax,relu,0.0416850552055426,0.26742060543037954,0.1402103601458898,0.34631924716949464,150,67,578,155,121,425,114,False,5,5,3,4,1,3,2,0.002344832700863481,0.05617661924830464,2,4,1,2,1,1,False,0.956300003528595
softmax,tanh,0.19688281250000003,0.2003983984375,0.050985996093750006,0.14942240234375,551,554,46,377,439,492,53,True,3,6,1,6,5,3,2,0.000160653715133667,0.2656984375,4,3,2,4,2,3,True,0.959700003862381
softmax,elu,0.12264904621539961,0.24481621074210555,0.49640250342423864,0.5334178310554996,346,322,179,580,590,542,454,True,3,2,1,6,1,6,5,0.0017897988320544275,0.15807026841124103,3,3,5,1,1,1,False,0.9412000036239624
softmax,elu,0.7209907022191584,0.39551341796875006,1e-05,0.08438406250000001,318,249,34,389,529,185,45,True,4,3,1,4,1,5,3,0.0003907833862304688,0.159752001953125,4,3,1,3,2,1,False,0.9408000069856643
softmax,elu,0.12264904621539961,0.24481621074210555,0.49640250342423864,0.5334178310554996,346,322,179,580,590,542,454,True,3,2,1,6,1,6,5,0.0017897988320544275,0.15807026841124103,3,3,5,1,1,1,False,0.9412000036239624
softmax,relu,0.0025393034464860093,0.36243109505413246,0.6887021745300628,0.4060420885637464,471,147,483,340,570,500,139,True,3,1,1,3,2,3,3,0.0020645842933811947,0.24491097364292377,3,4,3,4,2,3,False,0.11349999956786633
softmax,selu,0.11099432890643195,0.11674511546362365,0.3088210183348817,0.4797337198830076,319,418,527,172,179,164,393,False,5,4,3,2,5,3,5,0.0018746733973902885,0.14967258141588682,1,2,4,4,2,2,True,0.09580000022426248
softmax,selu,0.11099432890643195,0.11674511546362365,0.3088210183348817,0.4797337198830076,319,418,527,172,179,164,393,False,5,4,3,2,5,3,5,0.0018746733973902885,0.14967258141588682,1,2,4,4,2,2,True,0.09799999993294478
softmax,elu,0.23689577656745914,0.39375562500000005,0.1477744714355469,0.35419155044555667,312,522,586,575,598,13,201,True,4,4,4,3,1,1,1,1e-05,0.2832748046875,4,2,1,2,1,2,False,0.9318999987840653
softmax,elu,0.23689577656745914,0.39375562500000005,0.1477744714355469,0.35419155044555667,312,522,586,575,598,13,201,True,4,4,4,3,1,1,1,1e-05,0.2832748046875,4,2,1,2,1,2,False,0.9319999980926513
softmax,elu,0.45691858821561915,0.27399354224288996,0.2705404419678004,0.3787149003031708,422,439,493,411,247,135,40,True,2,4,2,3,1,1,2,0.0007272759111262754,0.19141824786263908,3,2,2,3,4,4,False,0.9656000047922134
softmax,elu,1e-05,0.16875812500000004,1e-05,1e-05,267,381,515,556,271,99,305,True,3,1,5,2,1,1,5,1e-05,0.1250875,5,5,3,4,3,4,False,0.9582000058889389
softmax,elu,1e-05,0.199519501953125,1e-05,1e-05,266,383,515,555,270,100,306,True,6,2,3,4,1,1,5,1e-05,0.06259375,3,4,4,4,3,4,False,0.9819000047445298
softmax,elu,1e-05,1e-05,1e-05,1e-05,428,55,492,337,327,353,317,True,2,6,5,6,2,2,4,1e-05,0.1250875,1,5,1,1,4,3,False,0.9740000075101852
softmax,elu,1e-05,1e-05,1e-05,0.4862182817077637,426,291,19,410,452,322,281,True,3,1,4,5,4,4,1,1e-05,0.1250875,3,4,2,1,1,4,False,0.957100003361702
softmax,elu,0.08688444360554219,0.2489740587103367,0.017553135117664934,0.17443662025451662,12,348,377,394,529,548,72,False,3,3,1,3,4,5,1,0.008109992790222169,0.15934005584716796,3,3,3,2,1,5,False,0.9473000037670135
softmax,elu,1e-05,1e-05,1e-05,1e-05,360,62,574,87,546,222,140,True,5,4,4,6,4,2,4,1e-05,0.2129693359375,1,5,4,3,4,5,False,0.9810000091791153
softmax,elu,0.6253940315710639,0.10626795404915658,0.017499578099027628,0.1325679967581575,194,350,89,588,155,13,283,False,1,4,2,3,5,1,5,3.8401516510297146e-05,0.1500012914010158,2,2,3,1,2,3,False,0.963900004029274
softmax,elu,0.7593765625,0.48516085937500003,0.050985996093750006,1e-05,514,412,559,320,143,373,127,True,5,2,1,5,2,3,5,1e-05,0.06259375,4,3,1,2,2,4,False,0.9350000011920929
softmax,elu,1e-05,1e-05,1e-05,1e-05,192,352,85,590,149,12,283,False,4,5,4,4,4,2,4,1e-05,0.05478203125,2,2,2,4,4,2,False,0.9820000040531158
softmax,elu,1e-05,1e-05,1e-05,1e-05,184,392,310,442,140,511,56,True,5,4,5,5,1,3,2,1e-05,0.250075,3,1,2,1,4,2,False,0.10280000003054739
softmax,elu,0.07945487531642592,0.008116110389528025,0.5131225622981805,0.0858073427403922,183,391,317,447,140,508,51,False,1,4,3,4,4,3,1,0.003436813309111843,0.28609771218018476,3,2,1,4,1,3,False,0.10320000007748603
softmax,elu,1e-05,1e-05,1e-05,0.6750025000000001,184,388,319,443,141,506,56,True,5,6,5,5,5,2,2,1e-05,0.06259375,3,2,4,3,3,2,False,0.9802000069618225
softmax,elu,0.05604579792797543,0.36186830299874034,0.21934834256280494,0.08313650149107994,123,119,518,182,397,44,143,True,4,2,2,5,1,3,5,0.008075530692293017,0.20475838496364335,4,3,4,4,1,3,False,0.9452000027894973
softmax,elu,1e-05,1e-05,1e-05,1e-05,525,122,42,511,376,574,412,True,5,3,5,5,3,1,4,1e-05,0.1250875,3,4,4,3,5,5,False,0.981700006723404
softmax,elu,1e-05,0.12657109375000003,0.5538795782470703,0.5449258203125,48,222,352,127,255,480,413,True,5,5,4,4,3,4,5,1e-05,0.1407109375,1,2,3,5,4,2,False,0.11349999956786633
softmax,elu,0.31012034194231036,0.6618854634916782,0.019003414256585336,0.33686724544750046,359,23,59,48,515,149,466,True,3,1,2,4,5,2,3,0.004452504348605871,0.2358120135166888,2,2,4,5,4,2,False,0.9603000038862228
softmax,elu,1e-05,1e-05,1e-05,0.16875812500000004,335,97,42,166,278,483,347,True,6,4,1,3,5,4,5,1e-05,0.074311328125,5,5,3,3,2,2,False,0.9693000048398972
softmax,elu,0.02292239909391631,0.03428056558404696,0.4631783826797124,0.32293096741809835,279,565,430,549,413,143,247,False,4,3,3,5,6,3,3,0.004359077999105611,0.12212540388758732,3,2,2,4,2,3,False,0.9789000070095062
softmax,elu,0.028698009118735452,0.2857703579419606,0.284101584715703,0.08983726677806549,50,134,96,436,246,475,186,True,2,2,2,5,4,5,3,0.004460659771041076,0.2664355879838641,4,4,2,4,3,2,False,0.9558000046014786
softmax,tanh,0.013193447265625,1e-05,0.29531921875000006,0.8613285546875,191,382,486,33,557,546,233,False,2,5,4,2,6,6,6,1e-05,0.13289921875,1,4,3,1,3,2,False,0.09580000022426248
softmax,elu,0.2671265332904651,0.14162458683655682,0.31772470645786155,0.28148044179948956,349,468,275,391,236,154,110,False,5,3,2,4,4,2,3,0.005393075007629279,0.04918808560655974,2,4,3,4,3,4,False,0.9699000048637391
softmax,elu,1e-05,0.22110739685058597,1e-05,1e-05,575,72,195,172,10,592,395,True,1,4,6,5,1,2,4,1e-05,0.13387568359375,5,4,3,2,4,2,False,0.9635000032186508
softmax,elu,0.01431953338623047,0.44000755249023443,0.15606052767693998,0.81455821559906,572,73,197,177,13,590,402,True,2,6,3,5,3,2,2,1e-05,0.11077618713378906,2,3,4,4,3,2,False,0.9796000057458878
softmax,elu,0.04219703125000001,0.33750625000000006,1e-05,1e-05,571,460,375,23,463,60,17,False,2,5,1,6,4,3,3,1e-05,0.1250875,4,1,3,5,1,2,False,0.9807000064849853
softmax,elu,0.11995308476090431,0.19688281250000003,1e-05,0.014951240234375001,581,98,356,509,172,221,429,False,5,5,2,6,5,6,2,0.0037562500000000005,0.2758597747802734,4,3,3,4,3,4,False,0.11349999956786633
softmax,elu,0.28845912634007026,0.05357470131753119,0.09567283757046582,0.7546970690608811,184,20,42,514,281,264,358,True,1,5,3,4,3,2,3,0.0014841440351714063,0.12945088627559925,2,3,4,3,3,4,False,0.9736000061035156
softmax,elu,1e-05,1e-05,1e-05,1e-05,475,281,237,407,94,207,147,False,5,2,1,6,3,2,6,1e-05,0.1250875,1,4,2,5,2,4,False,0.10280000003054739
softmax,elu,1e-05,1e-05,0.56250375,1e-05,542,335,106,355,247,472,380,True,2,2,1,5,6,3,1,1e-05,0.10564533640146256,3,2,1,4,4,1,False,0.9672000056505203
softmax,elu,0.04480425193682134,0.09586554103997391,0.15131676181983206,0.1615682646103854,374,588,364,576,11,60,448,True,3,1,4,3,1,2,2,0.0006445825564776898,0.08762291381773393,1,2,4,4,2,1,False,0.8771000003814697
softmax,elu,1e-05,1e-05,1e-05,1e-05,554,479,288,290,33,398,380,False,1,6,4,4,6,2,3,1e-05,0.18758124999999998,2,5,4,4,2,3,False,0.09580000022426248
softmax,elu,0.0838121035853512,0.18298754949495302,0.529317836350161,0.07009080140679835,472,442,510,509,35,170,203,False,2,5,4,1,4,1,4,0.0019070873237055958,0.14397901073060093,4,3,2,4,4,2,False,0.9755000054836274
softmax,elu,0.0838121035853512,0.18298754949495302,0.529317836350161,0.07009080140679835,472,442,510,509,35,170,203,False,2,5,4,1,4,1,4,0.0019070873237055958,0.14397901073060093,4,3,2,4,4,2,False,0.9738000065088273
softmax,elu,0.5987582299804688,0.08378282520771027,0.023740205078125,0.5972888249206543,470,442,507,510,35,165,196,True,1,2,5,4,4,1,3,0.00797078125,0.13289921875,1,5,2,5,5,3,False,0.9538000023365021
softmax,elu,0.20486922484769585,0.12991631583609725,0.6788753738147134,0.2148011191679346,382,226,360,362,416,333,139,False,5,4,1,1,2,3,1,0.00574667016218684,0.21289232017719034,4,3,1,4,4,1,False,0.9661000061035157
softmax,elu,1e-05,0.850781796875,0.01407234375,0.9,125,328,222,182,389,74,44,True,6,2,6,4,1,3,4,0.0010246093750000001,0.0001,4,5,3,3,5,1,False,0.40909999907016753
softmax,elu,0.7889952472826953,0.06756806333319305,0.5991123917043634,0.6076089248087282,587,282,290,103,535,497,203,True,2,3,4,3,6,5,6,0.0005131302420818452,0.1341080346545415,1,2,1,3,3,2,False,0.09690000016242266
softmax,elu,0.04170155375770054,0.16062550149248986,0.3063853230405168,0.13617241008071312,463,37,44,433,499,144,128,False,6,4,1,3,5,1,2,0.002138824941692469,0.1840017104551295,2,1,2,4,3,4,False,0.10320000007748603
softmax,elu,0.04170155375770054,0.16062550149248986,0.3063853230405168,0.13617241008071312,463,37,44,433,499,144,128,False,6,4,1,3,5,1,2,0.002138824941692469,0.1840017104551295,2,1,2,4,3,4,False,0.09799999993294478
softmax,elu,0.5243410714416125,0.22233284233658118,0.0937985126016292,0.36523362482504396,457,548,92,421,34,279,245,False,5,5,3,6,3,2,3,0.0025029349938631186,0.05629295256263327,2,3,3,3,3,2,False,0.9752000069618225
softmax,elu,0.20896639495612737,0.27887553949276256,0.010343144582001751,0.34988262568896517,39,319,50,204,260,435,82,False,1,5,5,5,4,5,3,0.002059754382351837,0.10246750134043918,2,2,4,4,4,2,False,0.09799999993294478
softmax,elu,0.19754966135055405,0.052380660342466495,0.1609135134579068,0.21805475677274724,493,568,591,109,70,232,54,False,3,5,1,3,3,3,2,0.0011849411548441277,0.15270663610644497,1,3,2,4,1,3,False,0.09820000045001506
softmax,elu,0.22043449172973636,0.3319410499954224,0.35477454891920096,0.0878996484375,575,592,266,135,33,124,213,False,2,4,4,5,3,3,4,0.0021953125,0.054263284301757815,2,5,2,5,3,1,False,0.9815000075101853
softmax,elu,0.2847853431795777,0.10218013510018353,0.20926193798862192,0.097766717289376,489,445,593,67,263,564,217,False,2,1,1,2,2,4,3,0.001353012040373311,0.16824907594129032,2,2,2,4,3,3,False,0.09820000045001506
softmax,elu,0.611030778506161,0.18558874726399233,0.5284707061373752,0.2740974489333722,489,445,593,67,263,564,217,False,2,1,1,3,2,4,3,0.0050246453262171925,0.14130922769506354,2,2,2,4,3,3,False,0.09799999993294478
softmax,elu,0.5246965841862965,0.18646149030825881,0.5845675900551025,0.16472854907863543,489,445,594,67,261,564,216,True,4,3,2,5,1,5,1,0.0047538329359702765,0.13860446310099697,4,2,3,5,3,2,False,0.9619000035524369
softmax,elu,1e-05,1e-05,1e-05,1e-05,271,594,153,28,581,570,53,False,3,3,4,4,5,3,3,1e-05,0.250075,5,2,4,4,4,4,False,0.9671000051498413
softmax,elu,1e-05,1e-05,1e-05,0.56250375,273,598,151,22,575,567,54,False,3,4,2,6,3,2,4,1e-05,0.19832236328125,4,5,4,4,1,2,False,0.9791000056266784
softmax,elu,0.323558059797287,0.8743180267524719,0.14471157700009646,0.6034308007431031,274,597,156,26,580,564,54,True,2,6,1,4,4,2,2,0.001393655242919922,0.07214591422826053,5,2,4,2,4,3,False,0.9579000043869018
softmax,elu,0.043392003883670406,0.24008446089232408,0.35596818329506474,0.10095679192866165,510,90,446,187,544,197,27,False,3,2,5,5,3,2,3,0.0038867022427499405,0.18891878244100918,4,2,3,3,2,2,False,0.9657000029087066
softmax,elu,0.2654033801252251,0.6331505520835338,0.2643933100960545,0.3861132330924468,253,457,330,384,194,15,89,False,1,5,5,5,2,2,2,0.0090571859802862,0.1368782463091903,4,3,2,3,4,3,False,0.9517000031471252
softmax,elu,1e-05,1e-05,1e-05,1e-05,560,542,111,88,97,544,91,True,3,6,2,3,3,1,2,1e-05,0.1094640625,3,3,2,4,2,2,False,0.9806000065803527
softmax,elu,0.4336321197891236,0.021103515625000003,0.24641225570082667,0.14554976470947267,167,186,32,28,293,134,258,False,5,5,2,3,4,3,1,0.0037562500000000005,0.058047439438477164,1,3,2,2,3,5,False,0.9786000049114227
softmax,elu,0.08374549235773111,0.3990829039333711,0.33023836394404205,0.41586574367301965,163,188,30,25,294,136,262,False,1,4,2,4,3,4,4,0.004911113223065286,0.022989456261913857,2,2,2,3,3,5,False,0.9676000064611435
softmax,elu,0.06614696044921875,1e-05,0.45000500000000004,0.77343890625,458,572,521,527,383,528,329,False,3,5,3,5,6,1,2,1e-05,0.0001,3,5,2,3,1,4,False,0.795299996137619
softmax,elu,0.010318928868266419,0.5156407688979798,0.03260852765249345,0.6842577434271074,261,272,58,97,149,411,356,False,4,4,4,3,4,2,5,0.0008168584019497206,0.2091911311880755,1,2,4,1,4,1,False,0.10280000003054739
softmax,elu,0.010318928868266419,0.5156407688979798,0.03260852765249345,0.6842577434271074,261,272,58,97,149,411,356,False,4,4,4,3,4,2,5,0.0008168584019497206,0.2091911311880755,1,2,4,1,4,1,False,0.08920000007376075
softmax,elu,0.181161119359409,0.2687312770380983,0.1060459377499015,0.39632407926925384,261,272,58,97,149,411,356,True,4,4,4,3,4,2,5,0.0014257697102385714,0.15053579479371323,1,2,4,2,4,1,False,0.10100000012665987
softmax,elu,0.11250875,1e-05,0.33750625000000006,1e-05,360,116,351,55,598,586,426,True,5,5,2,2,2,2,2,1e-05,0.1250875,4,4,4,1,5,5,False,0.9246000015735626
softmax,elu,0.30531666625976567,1e-05,0.12813561894286427,0.11250875,358,121,349,59,597,584,426,False,5,5,1,5,2,2,3,1e-05,0.08082999382019043,3,2,1,2,1,3,False,0.9795000058412552
softmax,elu,0.43147951004028323,0.0668061328125,0.3911777289152146,0.31641273437500006,357,116,350,55,597,585,427,False,5,5,1,2,5,4,2,1e-05,0.13973447265625,5,2,5,4,2,4,False,0.9791000062227249
softmax,elu,1e-05,1e-05,1e-05,1e-05,232,218,451,41,16,450,224,False,6,4,3,3,2,5,4,0.005005,0.250075,5,4,2,5,1,4,False,0.11349999956786633
softmax,elu,1e-05,1e-05,1e-05,0.22500750000000003,597,124,534,591,237,454,329,True,1,3,3,3,4,4,2,1e-05,0.0001,1,4,4,2,2,3,False,0.46519999742507934
softmax,elu,0.5435753967225552,1e-05,0.1962785711669922,0.20886933980655858,393,170,179,588,398,263,90,False,1,5,3,6,4,3,2,0.00360015625,0.11488039093017578,1,3,3,4,4,4,False,0.09740000028163194
softmax,elu,0.01265946217205092,0.1879492735214187,0.7296681693383796,0.5711797206063218,318,258,101,220,274,86,331,False,5,4,1,5,4,1,3,0.003703749351065359,0.1315079063029468,2,3,2,1,4,1,False,0.10100000012665987
softmax,elu,0.029329818825005006,0.05759431654862129,0.24153950439626107,0.5082216585333328,359,89,126,481,222,215,459,False,4,4,5,5,3,3,4,0.0054685827369615435,0.10821854171036094,4,5,1,4,4,2,False,0.9649000018835068
softmax,elu,0.09241021461309655,0.28390354955199565,0.6047866873228936,0.06644688089058734,344,262,197,492,90,45,302,True,1,5,5,6,2,2,1,0.0012273096373165027,0.09434884719308466,2,3,3,4,3,2,False,0.9769000071287155
softmax,elu,0.1834074383731482,0.046167616067433005,0.5441592445231076,0.19187879656795198,339,569,119,385,32,524,137,False,2,1,4,2,2,3,2,0.001857449101116131,0.19209371020731625,2,4,4,4,2,2,False,0.9533000034093857
softmax,elu,0.5401403650427118,0.10112092537068736,0.29945530967625855,0.5584867917165722,558,426,51,516,521,130,271,False,3,5,3,1,4,5,5,0.0012787827477308714,0.1421130059846391,3,2,3,2,3,3,False,0.9705000084638595
softmax,elu,1e-05,0.018109774475097658,0.2869250706863404,1e-05,555,425,49,516,520,131,269,False,4,5,2,2,2,4,3,1e-05,0.18662562345208716,2,4,2,3,2,4,False,0.9778000056743622
softmax,elu,0.017756654879487743,0.3555298961968202,0.04419166061821943,0.8933108072135787,412,156,331,130,176,600,437,False,2,5,1,3,2,5,3,0.0003881875045723287,0.11061325548922445,2,2,5,1,3,4,False,0.10320000007748603
softmax,elu,0.624905400390625,0.319965656247139,0.4453173704774492,0.2145150831383467,597,196,328,186,55,47,346,False,4,4,2,6,3,3,5,0.0019727748215198518,0.09332259323596954,2,5,2,2,5,5,False,0.9650000047683716
softmax,elu,0.3049321490478516,0.08548268310546875,0.39375562500000005,1e-05,335,459,224,347,133,109,22,False,2,5,5,1,2,2,2,1e-05,0.14553223266601562,2,4,3,3,2,4,False,0.9729000043869018
softmax,elu,0.2120375602502962,0.03735442554781154,0.15830454941808503,0.13606038753651112,69,331,71,278,47,598,143,False,4,5,1,4,5,3,2,0.0003936492821788267,0.12854300878248437,4,2,3,3,1,3,False,0.9796000045537948
softmax,elu,0.2120375602502962,0.03735442554781154,0.15830454941808503,0.13606038753651112,69,331,71,278,47,598,143,False,4,5,1,4,5,3,2,0.0003936492821788267,0.12854300878248437,4,2,3,3,1,3,False,0.9792000049352646
softmax,elu,0.16700033203125003,0.57656609375,1e-05,1e-05,583,26,310,544,64,100,26,False,6,4,5,4,2,4,2,1e-05,0.093840625,3,4,1,3,4,3,False,0.9794000059366226
softmax,elu,1e-05,1e-05,1e-05,0.11778212890625,76,165,11,175,521,195,304,False,5,4,2,2,1,3,1,1e-05,0.0469703125,4,4,2,3,1,2,False,0.9507000011205673
softmax,elu,0.21743201615752364,0.12446386647343637,0.20790753464818004,0.5876049243026495,168,403,45,544,108,138,428,True,5,3,2,5,1,3,4,0.009729971203522437,0.040588418917485984,2,5,3,3,2,1,False,0.9613000029325485
softmax,elu,0.189851640625,1e-05,0.29531921875000006,0.562998129272461,74,517,124,103,382,356,16,False,6,2,4,2,5,5,5,1e-05,0.21815680541992186,3,3,2,2,1,4,False,0.9715000075101853
softmax,elu,0.7650493550461763,0.02001620794854127,0.3826436380696947,0.684671349936426,133,106,532,165,196,161,150,False,2,1,4,2,5,1,5,0.001152880165372044,0.20305349716914278,3,3,2,2,2,5,False,0.9539000046253204
softmax,elu,0.25313218750000005,1e-05,1e-05,0.9,582,458,196,202,195,512,122,False,3,5,6,4,6,3,4,1e-05,0.1250875,3,3,3,4,3,1,False,0.09740000028163194
softmax,elu,0.3224826132202149,0.371399339401722,0.03770926263511182,0.3516127960634232,289,543,274,466,29,329,159,False,3,6,4,5,5,2,4,0.0014921052259206772,0.14812596740722656,3,2,2,5,4,2,False,0.10100000012665987
softmax,elu,0.3734742867961354,0.5280422754731492,0.040392916589946995,0.2369266761334009,489,574,186,74,266,160,151,False,3,3,2,2,5,3,4,0.006888099646341354,0.06619486383024305,1,3,3,1,3,1,False,0.9653000009059906
softmax,elu,0.19688281250000003,0.30938156250000004,0.1586508154296875,0.11498064636230469,503,597,334,182,418,392,466,True,5,5,6,1,5,3,2,1e-05,0.1250875,3,2,1,4,2,3,False,0.08920000007376075
softmax,elu,1e-05,1e-05,1e-05,1e-05,565,356,117,73,317,38,403,False,2,4,6,6,3,4,2,1e-05,0.1250875,4,4,4,2,2,3,False,0.9646000039577484
softmax,elu,0.4607026455450272,0.1962945861963306,0.19777686335501654,0.10818445657296295,562,356,115,72,317,41,400,False,2,5,5,4,4,5,5,0.0013217804378283951,0.05089964269947195,4,2,3,2,5,1,False,0.9646000039577484
softmax,elu,0.24759367874085672,0.4501401818323136,0.6646128474821523,0.059369656836688524,318,32,268,221,150,222,370,False,1,1,2,1,6,4,3,0.001072112621665001,0.15667897459268568,4,4,3,3,4,2,False,0.8941000020503997
softmax,elu,0.47840435190184166,0.07681761176469222,0.49065356785989406,0.08014994827118892,319,32,267,220,146,224,370,True,2,1,2,1,5,2,4,0.0009344827374082207,0.1402077450136735,3,3,1,2,5,1,False,0.9408000075817108
softmax,elu,1e-05,1e-05,1e-05,1e-05,352,14,279,236,478,582,32,False,4,2,2,1,1,3,5,1e-05,0.047946777343750004,2,5,2,3,3,5,False,0.9221000003814698
softmax,elu,0.4040530188705842,0.09287936496285368,0.04608766754301526,0.15877368021581806,364,74,457,103,411,155,454,True,2,1,2,4,2,2,5,0.000522186562171907,0.18563842860352703,2,2,4,3,1,2,False,0.96980000436306
softmax,elu,0.04219703125000001,0.45000500000000004,1e-05,0.4675005331420899,121,271,357,50,438,21,459,True,4,4,1,4,5,2,3,0.0015709375,0.183675390625,3,3,3,4,4,2,False,0.9619000035524369
